time;latitude;longitude;height
2019-07-31T19:37:47.372Z;50.945393333333335;7.0520933333333335;-27008
2019-07-31T19:37:47.469Z;51.054586666666665;7.05206;-27008
2019-07-31T19:37:47.570Z;51.05455333333333;7.052026666666666;-27008
2019-07-31T19:37:47.671Z;51.05452;7.05206;-27008
2019-07-31T19:37:47.772Z;51.05448666666667;7.0520933333333335;-27008
2019-07-31T19:37:47.872Z;51.054453333333335;7.05206;-27008
2019-07-31T19:37:47.973Z;51.05442;7.052026666666666;-27008
2019-07-31T19:37:48.074Z;51.054453333333335;7.051993333333334;-27008
2019-07-31T19:37:48.175Z;51.05442;7.05196;-27008
2019-07-31T19:37:48.276Z;51.054453333333335;7.051926666666667;-27008
2019-07-31T19:37:48.377Z;51.05442;7.051893333333333;-27008
2019-07-31T19:37:48.478Z;51.054386666666666;7.05186;-27008
2019-07-31T19:37:48.578Z;51.05435333333333;7.051826666666667;-27008
2019-07-31T19:37:48.679Z;51.054386666666666;7.051793333333333;-27008
2019-07-31T19:37:48.780Z;51.05435333333333;7.05176;-27008
2019-07-31T19:37:48.881Z;51.05432;7.051793333333333;-27008
2019-07-31T19:37:48.981Z;51.05435333333333;7.05176;-27008
2019-07-31T19:37:49.082Z;51.05432;7.051726666666666;-27008
2019-07-31T19:37:49.183Z;51.05428666666667;7.051693333333334;-27008
2019-07-31T19:37:49.284Z;51.054253333333335;7.05166;-27008
2019-07-31T19:37:49.385Z;51.05428666666667;7.051693333333334;-27008
2019-07-31T19:37:49.485Z;51.054253333333335;7.051726666666666;-27008
2019-07-31T19:37:49.586Z;51.05422;7.051693333333334;-27008
2019-07-31T19:37:49.687Z;51.054253333333335;7.051726666666666;-27008
2019-07-31T19:37:49.788Z;51.05428666666667;7.05176;-27008
2019-07-31T19:37:49.889Z;51.05432;7.051726666666666;-27008
2019-07-31T19:37:49.990Z;51.05428666666667;7.05176;-27008
2019-07-31T19:37:50.090Z;51.054253333333335;7.051726666666666;-27008
2019-07-31T19:37:50.191Z;51.05428666666667;7.051693333333334;-27008
2019-07-31T19:37:50.292Z;51.054253333333335;7.05166;-27008
2019-07-31T19:37:50.393Z;51.05422;7.0516266666666665;-27008
2019-07-31T19:37:50.493Z;51.054186666666666;7.051593333333333;-27008
2019-07-31T19:37:50.594Z;51.05422;7.05156;-27008
2019-07-31T19:37:50.695Z;51.054186666666666;7.051593333333333;-27008
2019-07-31T19:37:50.796Z;51.05422;7.05156;-27008
2019-07-31T19:37:50.897Z;51.054253333333335;7.051526666666667;-27008
2019-07-31T19:37:50.997Z;51.05422;7.051493333333333;-27008
2019-07-31T19:37:51.098Z;51.054253333333335;7.051526666666667;-27008
2019-07-31T19:37:51.199Z;51.05422;7.051493333333333;-27008
2019-07-31T19:37:51.300Z;51.054186666666666;7.051526666666667;-27008
2019-07-31T19:37:51.401Z;51.05422;7.051493333333333;-27008
2019-07-31T19:37:51.502Z;51.054253333333335;7.051526666666667;-27008
2019-07-31T19:37:51.602Z;51.05428666666667;7.05156;-27008
2019-07-31T19:37:51.703Z;51.05432;7.051551666666667;-27008
2019-07-31T19:37:51.804Z;51.05428666666667;7.051518333333333;-27008
2019-07-31T19:37:51.905Z;51.054253333333335;7.051485;-27008
2019-07-31T19:37:52.005Z;51.05422;7.051451666666667;-27008
2019-07-31T19:37:52.106Z;51.054186666666666;7.051485;-27008
2019-07-31T19:37:52.207Z;51.05415333333333;7.051451666666667;-27008
2019-07-31T19:37:52.316Z;51.05412;7.051485;-27008
2019-07-31T19:37:52.412Z;51.05415333333333;7.051518333333333;-27008
2019-07-31T19:37:52.510Z;51.054186666666666;7.051551666666667;-27008
2019-07-31T19:37:52.610Z;51.05422;7.051518333333333;-27008
2019-07-31T19:37:52.711Z;51.054186666666666;7.051485;-27008
2019-07-31T19:37:52.812Z;51.05415333333333;7.051518333333333;-27008
2019-07-31T19:37:52.913Z;51.054186666666666;7.051551666666667;-27008
2019-07-31T19:37:53.014Z;51.05415333333333;7.051518333333333;-27008
2019-07-31T19:37:53.114Z;51.05412;7.051551666666667;-27008
2019-07-31T19:37:53.215Z;51.05408666666667;7.051585;-27008
2019-07-31T19:37:53.316Z;51.05412;7.051618333333334;-27008
2019-07-31T19:37:53.417Z;51.05408666666667;7.051585;-27008
2019-07-31T19:37:53.518Z;51.05412;7.051618333333334;-27008
2019-07-31T19:37:53.618Z;51.05408666666667;7.051585;-27008
2019-07-31T19:37:53.719Z;51.05412;7.051618333333334;-27008
2019-07-31T19:37:53.820Z;51.05408666666667;7.051651666666666;-27008
2019-07-31T19:37:53.921Z;51.054053333333336;7.051618333333334;-27008
2019-07-31T19:37:54.021Z;51.05402;7.051651666666666;-27008
2019-07-31T19:37:54.122Z;51.054053333333336;7.051618333333334;-27008
2019-07-31T19:37:54.223Z;51.05408666666667;7.051651666666666;-27008
2019-07-31T19:37:54.333Z;51.05412;7.051685;-27008
2019-07-31T19:37:54.425Z;51.05408666666667;7.051651666666666;-27008
2019-07-31T19:37:54.526Z;51.054053333333336;7.051685;-27008
2019-07-31T19:37:54.626Z;51.05408666666667;7.0517183333333335;-27008
2019-07-31T19:37:54.727Z;51.054053333333336;7.051685;-27008
2019-07-31T19:37:54.828Z;51.05408666666667;7.0517183333333335;-27008
2019-07-31T19:37:54.929Z;51.05412;7.051685;-27008
2019-07-31T19:37:55.030Z;51.05408666666667;7.051651666666666;-27008
2019-07-31T19:37:55.130Z;51.054053333333336;7.051685;-27008
2019-07-31T19:37:55.231Z;51.05402;7.051651666666666;-27008
2019-07-31T19:37:55.341Z;51.054053333333336;7.051618333333334;-27008
2019-07-31T19:37:55.435Z;51.05402;7.051651666666666;-27008
2019-07-31T19:37:55.534Z;51.05398666666667;7.051618333333334;-27008
2019-07-31T19:37:55.634Z;51.05395333333333;7.051585;-27008
2019-07-31T19:37:55.735Z;51.05398666666667;7.051551666666667;-27008
2019-07-31T19:37:55.836Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:55.937Z;51.05392;7.051485;-27008
2019-07-31T19:37:56.038Z;51.05388666666666;7.051518333333333;-27008
2019-07-31T19:37:56.138Z;51.05392;7.051485;-27008
2019-07-31T19:37:56.239Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:56.340Z;51.05392;7.051551666666667;-27008
2019-07-31T19:37:56.441Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:56.542Z;51.05398666666667;7.051485;-27008
2019-07-31T19:37:56.642Z;51.05395333333333;7.051451666666667;-27008
2019-07-31T19:37:56.743Z;51.05398666666667;7.051485;-27008
2019-07-31T19:37:56.845Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:56.946Z;51.05392;7.051485;-27008
2019-07-31T19:37:57.046Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:57.146Z;51.05398666666667;7.051551666666667;-27008
2019-07-31T19:37:57.247Z;51.05395333333333;7.051585;-27008
2019-07-31T19:37:57.348Z;51.05392;7.051551666666667;-27008
2019-07-31T19:37:57.449Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:57.550Z;51.05398666666667;7.051485;-27008
2019-07-31T19:37:57.650Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:57.751Z;51.05392;7.051551666666667;-27008
2019-07-31T19:37:57.852Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:57.953Z;51.05398666666667;7.051485;-27008
2019-07-31T19:37:58.054Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:58.154Z;51.05398666666667;7.051551666666667;-27008
2019-07-31T19:37:58.255Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:58.356Z;51.05392;7.051485;-27008
2019-07-31T19:37:58.457Z;51.05395333333333;7.051518333333333;-27008
2019-07-31T19:37:58.558Z;51.05398666666667;7.051485;-27008
2019-07-31T19:37:58.658Z;51.05402;7.051451666666667;-27008
2019-07-31T19:37:58.759Z;51.054053333333336;7.051418333333333;-27008
2019-07-31T19:37:58.860Z;51.05408666666667;7.051451666666667;-27008
2019-07-31T19:37:58.961Z;51.05412;7.051418333333333;-27008
2019-07-31T19:37:59.062Z;51.05415333333333;7.051385;-27008
2019-07-31T19:37:59.163Z;51.05412;7.051351666666666;-27008
2019-07-31T19:37:59.263Z;51.05415333333333;7.051318333333334;-27008
2019-07-31T19:37:59.364Z;51.05412;7.051351666666666;-27008
2019-07-31T19:37:59.467Z;51.05415333333333;7.051318333333334;-27008
2019-07-31T19:37:59.566Z;51.054186666666666;7.051285;-27008
2019-07-31T19:37:59.667Z;51.05422;7.051318333333334;-27008
2019-07-31T19:37:59.767Z;51.054186666666666;7.051285;-27008
2019-07-31T19:37:59.868Z;51.05422;7.051318333333334;-27008
2019-07-31T19:37:59.969Z;51.054186666666666;7.051285;-27008
2019-07-31T19:38:00.070Z;51.05422;7.051318333333334;-27008
2019-07-31T19:38:00.171Z;51.054186666666666;7.051285;-27008
2019-07-31T19:38:00.271Z;51.05422;7.051318333333334;-27008
2019-07-31T19:38:00.372Z;51.054253333333335;7.051351666666666;-27008
2019-07-31T19:38:00.473Z;51.05422;7.051318333333334;-27008
2019-07-31T19:38:00.574Z;51.054186666666666;7.051351666666666;-27008
2019-07-31T19:38:00.678Z;51.05415333333333;7.051385;-27008
2019-07-31T19:38:00.775Z;51.05412;7.051418333333333;-27008
2019-07-31T19:38:00.876Z;51.05415333333333;7.051451666666667;-27008
2019-07-31T19:38:00.977Z;51.054186666666666;7.051485;-27008
2019-07-31T19:38:01.079Z;51.05415333333333;7.051518333333333;-27008
2019-07-31T19:38:01.179Z;51.054186666666666;7.051551666666667;-27008
2019-07-31T19:38:01.279Z;51.05422;7.051518333333333;-27008
2019-07-31T19:38:01.380Z;51.054253333333335;7.051485;-27008
2019-07-31T19:38:01.483Z;51.05422;7.051451666666667;-27008
2019-07-31T19:38:01.582Z;51.054253333333335;7.051418333333333;-27008
2019-07-31T19:38:01.682Z;51.05428666666667;7.051385;-27008
2019-07-31T19:38:01.788Z;51.05432;7.051418333333333;-27008
2019-07-31T19:38:01.884Z;51.05428666666667;7.051451666666667;-27008
2019-07-31T19:38:01.985Z;51.05432;7.051418333333333;-27008
2019-07-31T19:38:02.086Z;51.05428666666667;7.051451666666667;-27008
2019-07-31T19:38:02.187Z;51.05432;7.051485;-27008
2019-07-31T19:38:02.290Z;51.05428666666667;7.051518333333333;-27008
2019-07-31T19:38:02.388Z;51.054253333333335;7.051485;-27008
2019-07-31T19:38:02.489Z;51.05422;7.051451666666667;-27008
2019-07-31T19:38:02.590Z;51.054253333333335;7.051485;-27008
2019-07-31T19:38:02.691Z;51.05422;7.051518333333333;-27008
2019-07-31T19:38:02.795Z;51.054253333333335;7.051551666666667;-27008
2019-07-31T19:38:02.893Z;51.05428666666667;7.051518333333333;-27008
2019-07-31T19:38:02.993Z;51.05432;7.051551666666667;-27008
2019-07-31T19:38:03.094Z;51.05435333333333;7.051518333333333;-27008
2019-07-31T19:38:03.194Z;51.05432;7.051485;-27008
2019-07-31T19:38:03.296Z;51.05428666666667;7.051451666666667;-27008
2019-07-31T19:38:03.396Z;51.054253333333335;7.051485;-27008
2019-07-31T19:38:03.497Z;51.05428666666667;7.051518333333333;-27008
2019-07-31T19:38:03.598Z;51.05432;7.051485;-27008
2019-07-31T19:38:03.699Z;51.05428666666667;7.051518333333333;-27008
2019-07-31T19:38:03.799Z;51.054253333333335;7.051501666666667;-27008
2019-07-31T19:38:03.900Z;51.05428666666667;7.051468333333333;-27008
2019-07-31T19:38:04.001Z;51.05432;7.051501666666667;-27008
2019-07-31T19:38:04.102Z;51.05435333333333;7.051535;-27008
2019-07-31T19:38:04.203Z;51.054386666666666;7.051568333333333;-27008
2019-07-31T19:38:04.304Z;51.05435333333333;7.0516016666666665;-27008
2019-07-31T19:38:04.404Z;51.054386666666666;7.051568333333333;-27008
2019-07-31T19:38:04.505Z;51.05435333333333;7.0516016666666665;-27008
2019-07-31T19:38:04.606Z;51.054386666666666;7.051568333333333;-27008
2019-07-31T19:38:04.706Z;51.05442;7.0516016666666665;-27008
2019-07-31T19:38:04.807Z;51.054386666666666;7.051635;-27008
2019-07-31T19:38:04.908Z;51.05442;7.0516016666666665;-27008
2019-07-31T19:38:05.012Z;51.054386666666666;7.051568333333333;-27008
2019-07-31T19:38:05.110Z;51.05442;7.0516016666666665;-27008
2019-07-31T19:38:05.211Z;51.054386666666666;7.051635;-27008
2019-07-31T19:38:05.312Z;51.05442;7.0516016666666665;-27008
2019-07-31T19:38:05.412Z;51.054453333333335;7.051568333333333;-27008
2019-07-31T19:38:05.513Z;51.05442;7.051535;-27008
2019-07-31T19:38:05.614Z;51.054386666666666;7.051501666666667;-27008
2019-07-31T19:38:05.715Z;51.05442;7.051468333333333;-27008
2019-07-31T19:38:05.815Z;51.054386666666666;7.051435;-27008
2019-07-31T19:38:05.916Z;51.05435333333333;7.051468333333333;-27008
2019-07-31T19:38:06.017Z;51.05432;7.051501666666667;-27008
2019-07-31T19:38:06.120Z;51.05435333333333;7.051535;-27008
2019-07-31T19:38:06.218Z;51.05432;7.051501666666667;-27008
2019-07-31T19:38:06.320Z;51.05428666666667;7.051535;-27008
2019-07-31T19:38:06.420Z;51.054253333333335;7.051501666666667;-27008
2019-07-31T19:38:06.521Z;51.05422;7.051468333333333;-27008
2019-07-31T19:38:06.622Z;51.054186666666666;7.051501666666667;-27008
2019-07-31T19:38:06.730Z;51.05415333333333;7.051535;-27008
2019-07-31T19:38:06.824Z;51.05412;7.051568333333333;-27008
2019-07-31T19:38:06.924Z;51.05415333333333;7.051535;-27008
2019-07-31T19:38:07.025Z;51.054186666666666;7.051501666666667;-27008
2019-07-31T19:38:07.126Z;51.05422;7.051535;-27008
2019-07-31T19:38:07.227Z;51.054253333333335;7.051568333333333;-27008
2019-07-31T19:38:07.328Z;51.05422;7.0516016666666665;-27008
2019-07-31T19:38:07.428Z;51.054253333333335;7.051568333333333;-27008
2019-07-31T19:38:07.530Z;51.05428666666667;7.0516016666666665;-27008
2019-07-31T19:38:07.630Z;51.054253333333335;7.051568333333333;-27008
2019-07-31T19:38:07.732Z;51.05428666666667;7.051535;-27008
2019-07-31T19:38:07.831Z;51.054253333333335;7.051501666666667;-27008
2019-07-31T19:38:07.932Z;51.05428666666667;7.051468333333333;-27008
2019-07-31T19:38:08.033Z;51.05432;7.051435;-27008
2019-07-31T19:38:08.139Z;51.05435333333333;7.051401666666667;-27008
2019-07-31T19:38:08.235Z;51.05432;7.051435;-27008
2019-07-31T19:38:08.336Z;51.05435333333333;7.051401666666667;-27008
2019-07-31T19:38:08.436Z;51.054386666666666;7.0513683333333335;-27008
2019-07-31T19:38:08.537Z;51.05442;7.051335;-27008
2019-07-31T19:38:08.638Z;51.054453333333335;7.0513683333333335;-27008
2019-07-31T19:38:08.739Z;51.05448666666667;7.051335;-27008
2019-07-31T19:38:08.840Z;51.054453333333335;7.0513683333333335;-27008
2019-07-31T19:38:08.940Z;51.05448666666667;7.051401666666667;-27008
2019-07-31T19:38:09.041Z;51.054453333333335;7.0513683333333335;-27008
2019-07-31T19:38:09.142Z;51.05442;7.051401666666667;-27008
2019-07-31T19:38:09.243Z;51.054386666666666;7.0513683333333335;-27008
2019-07-31T19:38:09.343Z;51.05442;7.051335;-27008
2019-07-31T19:38:09.444Z;51.054453333333335;7.051301666666666;-27008
2019-07-31T19:38:09.546Z;51.05442;7.051268333333334;-27008
2019-07-31T19:38:09.646Z;51.054453333333335;7.051235;-27008
2019-07-31T19:38:09.747Z;51.05448666666667;7.051268333333334;-27008
2019-07-31T19:38:09.847Z;51.054453333333335;7.051301666666666;-27008
2019-07-31T19:38:09.948Z;51.05448666666667;7.051268333333334;-27008
2019-07-31T19:38:10.049Z;51.05452;7.051301666666666;-27008
2019-07-31T19:38:10.150Z;51.05455333333333;7.051268333333334;-27008
2019-07-31T19:38:10.251Z;51.054586666666665;7.051235;-27008
2019-07-31T19:38:10.353Z;50.945393333333335;7.051201666666667;-27008
2019-07-31T19:38:10.452Z;51.054586666666665;7.051235;-27008
2019-07-31T19:38:10.554Z;50.945393333333335;7.051268333333334;-27008
2019-07-31T19:38:10.655Z;50.94542666666667;7.051235;-27008
2019-07-31T19:38:10.756Z;50.94546;7.051201666666667;-27008
2019-07-31T19:38:10.856Z;50.94549333333333;7.051168333333333;-27008
2019-07-31T19:38:10.957Z;50.945526666666666;7.051135;-27008
2019-07-31T19:38:11.059Z;50.94556;7.051101666666667;-27008
2019-07-31T19:38:11.159Z;50.945526666666666;7.051068333333333;-27008
2019-07-31T19:38:11.260Z;50.94549333333333;7.051081666666667;-27008
2019-07-31T19:38:11.361Z;50.945526666666666;7.051115;-27008
2019-07-31T19:38:11.462Z;50.94556;7.051081666666667;-27008
2019-07-31T19:38:11.562Z;50.945526666666666;7.051048333333333;-27008
2019-07-31T19:38:11.663Z;50.94549333333333;7.051015;-27008
2019-07-31T19:38:11.764Z;50.945526666666666;7.050981666666667;-27008
2019-07-31T19:38:11.865Z;50.94556;7.050948333333333;-27008
2019-07-31T19:38:11.966Z;50.945593333333335;7.050915;-27008
2019-07-31T19:38:12.066Z;50.94562666666667;7.050948333333333;-27008
2019-07-31T19:38:12.167Z;50.94566;7.050915;-27008
2019-07-31T19:38:12.268Z;50.94569333333333;7.050948333333333;-27008
2019-07-31T19:38:12.369Z;50.945726666666665;7.050981666666667;-27008
2019-07-31T19:38:12.470Z;50.94576;7.051015;-27008
2019-07-31T19:38:12.570Z;50.945726666666665;7.050981666666667;-27008
2019-07-31T19:38:12.671Z;50.94569333333333;7.051015;-27008
2019-07-31T19:38:12.772Z;50.94566;7.051048333333333;-27008
2019-07-31T19:38:12.873Z;50.94569333333333;7.051015;-27008
2019-07-31T19:38:12.974Z;50.94566;7.051048333333333;-27008
2019-07-31T19:38:13.074Z;50.94562666666667;7.051081666666667;-27008
2019-07-31T19:38:13.175Z;50.945593333333335;7.051048333333333;-27008
2019-07-31T19:38:13.276Z;50.94562666666667;7.051015;-27008
