time,lat,lon
2019-07-14T16:40:56.275Z,51.928466666666665,7.70742
2019-07-14T16:40:57.274Z,51.9118,7.7240866666666665
2019-07-14T16:40:58.273Z,51.895133333333334,7.740753333333333
2019-07-14T16:40:59.272Z,51.87846666666667,7.75742
2019-07-14T16:41:00.272Z,51.8618,7.774086666666666
2019-07-14T16:41:01.271Z,51.87846666666667,7.75742
2019-07-14T16:41:02.270Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:03.269Z,51.9118,7.7240866666666665
2019-07-14T16:41:04.269Z,51.928466666666665,7.70742
2019-07-14T16:41:05.268Z,51.9118,7.7240866666666665
2019-07-14T16:41:06.268Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:07.267Z,51.87846666666667,7.75742
2019-07-14T16:41:08.266Z,51.8618,7.774086666666666
2019-07-14T16:41:09.265Z,51.87846666666667,7.75742
2019-07-14T16:41:10.265Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:11.265Z,51.9118,7.7240866666666665
2019-07-14T16:41:12.264Z,51.928466666666665,7.70742
2019-07-14T16:41:13.263Z,51.9118,7.7240866666666665
2019-07-14T16:41:14.262Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:15.262Z,51.87846666666667,7.75742
2019-07-14T16:41:16.261Z,51.8618,7.774086666666666
2019-07-14T16:41:17.260Z,51.87846666666667,7.75742
2019-07-14T16:41:18.260Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:19.259Z,51.9118,7.7240866666666665
2019-07-14T16:41:20.258Z,51.928466666666665,7.70742
2019-07-14T16:41:21.258Z,51.9118,7.7240866666666665
2019-07-14T16:41:22.257Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:23.256Z,51.87846666666667,7.75742
2019-07-14T16:41:24.255Z,51.8618,7.774086666666666
2019-07-14T16:41:25.255Z,51.87846666666667,7.75742
2019-07-14T16:41:26.254Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:27.253Z,51.9118,7.7240866666666665
2019-07-14T16:41:28.253Z,51.928466666666665,7.70742
2019-07-14T16:41:29.252Z,51.9118,7.7240866666666665
2019-07-14T16:41:30.251Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:31.251Z,51.87846666666667,7.75742
2019-07-14T16:41:32.250Z,51.8618,7.774086666666666
2019-07-14T16:41:33.249Z,51.87846666666667,7.75742
2019-07-14T16:41:34.248Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:35.249Z,51.9118,7.7240866666666665
2019-07-14T16:41:36.247Z,51.928466666666665,7.70742
2019-07-14T16:41:37.247Z,51.9118,7.7240866666666665
2019-07-14T16:41:38.246Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:39.245Z,51.87846666666667,7.75742
2019-07-14T16:41:40.245Z,51.8618,7.774086666666666
2019-07-14T16:41:41.244Z,51.87846666666667,7.75742
2019-07-14T16:41:42.243Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:43.243Z,51.9118,7.7240866666666665
2019-07-14T16:41:44.242Z,51.928466666666665,7.70742
2019-07-14T16:41:45.241Z,51.9118,7.7240866666666665
2019-07-14T16:41:46.241Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:47.240Z,51.87846666666667,7.75742
2019-07-14T16:41:48.239Z,51.8618,7.774086666666666
2019-07-14T16:41:49.239Z,51.87846666666667,7.75742
2019-07-14T16:41:50.238Z,51.895133333333334,7.740753333333333
2019-07-14T16:41:51.237Z,51.9118,7.7240866666666665
2019-07-14T16:41:52.236Z,51.928466666666665,7.70742
